Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,WAR,playerid
Sammy Strang,- - -,903,3512,16,479,253,216,13.2 %,11.5 %,.074,.300,.269,.377,.343,.356,117,20.9,1012599
Harry Davis,- - -,1755,7379,75,1001,951,285,7.1 %,8.7 %,.132,.273,.277,.335,.408,.356,119,39.6,1003053
Reggie Jefferson,- - -,673,2306,72,285,300,2,6.3 %,19.6 %,.174,.350,.300,.349,.474,.356,110,4.0,1006381
Cliff Bolton,- - -,335,1078,6,113,143,3,10.2 %,4.6 %,.107,.302,.291,.366,.398,.356,99,4.0,1001153
Harry Lumley,Superbas,730,2963,38,300,305,110,6.9 %,24.0 %,.134,.200,.274,.328,.408,.356,127,16.4,1007830
Ron Cey,- - -,2066,8344,316,977,1139,24,12.1 %,14.8 %,.184,.273,.261,.354,.445,.356,123,55.6,1002108
Buster Adams,- - -,576,2292,50,282,249,12,10.2 %,12.3 %,.135,.288,.266,.346,.400,.356,110,9.0,1000047
Charlie Abbey,Senators,451,1959,19,307,280,93,8.5 %,6.5 %,.123,.299,.281,.351,.404,.356,91,1.8,1000007
Carlos Santana,Indians,498,2101,71,254,251,14,15.1 %,17.8 %,.193,.281,.254,.367,.446,.356,128,11.9,2396
Ken Boyer,- - -,2034,8268,282,1104,1141,105,8.6 %,12.3 %,.174,.299,.287,.349,.462,.355,116,54.8,1001283
Bob Hamelin,- - -,482,1508,67,179,209,11,13.7 %,19.4 %,.218,.265,.246,.352,.464,.355,109,2.5,1005269
Jack Lelivelt,- - -,384,1279,2,114,126,46,7.0 %,12.5 %,.081,.360,.301,.353,.381,.355,120,6.2,1007510
Ben Grieve,- - -,975,3743,118,471,492,24,12.4 %,20.9 %,.173,.320,.269,.367,.442,.355,113,6.6,1209
Sam Mertes,- - -,1190,4999,40,695,721,396,8.4 %,6.4 %,.119,.256,.279,.346,.398,.355,113,26.7,1008794
Joe Grace,- - -,484,1769,20,225,172,9,10.1 %,7.6 %,.110,.300,.283,.362,.393,.355,102,3.0,1004913
Moose Solters,- - -,938,3675,83,503,599,42,6.0 %,10.3 %,.160,.306,.289,.334,.449,.355,94,7.2,1012270
Darrell Evans,- - -,2669,10737,414,1344,1354,99,14.9 %,13.1 %,.183,.250,.248,.361,.431,.355,120,61.2,1003864
Lenny Dykstra,- - -,1251,5282,81,802,404,285,12.1 %,9.5 %,.134,.304,.285,.375,.419,.355,122,40.3,1003619
Phil Bradley,- - -,1005,4255,78,565,376,155,10.2 %,16.9 %,.135,.336,.286,.369,.421,.355,120,16.6,1001313
Sandy Amoros,- - -,517,1558,43,215,180,18,13.5 %,12.1 %,.175,.268,.255,.361,.430,.355,109,5.4,1000212
Bill White,- - -,1673,6680,202,843,870,103,8.9 %,13.9 %,.170,.308,.286,.351,.455,.355,117,34.0,1013855
Del Pratt,- - -,1836,7609,43,856,970,247,6.7 %,5.2 %,.111,.305,.292,.345,.403,.355,110,40.9,1010512
Mike Epstein,- - -,907,3393,130,362,380,7,13.2 %,19.0 %,.180,.269,.244,.358,.424,.355,130,13.8,1003800
Lyman Bostock,- - -,524,2214,23,305,250,45,7.7 %,7.9 %,.115,.329,.311,.365,.427,.355,122,11.7,1001220
Andy Seminick,- - -,1304,4571,164,495,556,23,12.7 %,17.1 %,.174,.265,.243,.347,.417,.355,107,24.1,1011742
Red Smith,- - -,1117,4517,27,477,514,117,9.3 %,9.2 %,.099,.306,.278,.353,.377,.355,118,28.4,1012197
Guy Curtright,White Sox,331,1227,9,147,108,20,11.6 %,10.1 %,.098,.306,.276,.363,.374,.355,117,5.0,1002907
Billy Werber,- - -,1295,5845,78,875,539,215,12.0 %,6.2 %,.120,.280,.271,.364,.392,.355,100,25.7,1013783
Larry Gardner,- - -,1923,7685,27,866,934,165,8.5 %,4.7 %,.096,.301,.289,.355,.384,.355,110,45.2,1004528
Gibby Brack,- - -,315,1081,16,150,113,13,8.5 %,17.2 %,.157,.330,.279,.341,.436,.355,108,2.9,1001294
Corey Hart,Brewers,945,3802,154,529,508,83,7.1 %,20.4 %,.215,.313,.276,.334,.491,.354,117,15.2,1945
Hank Bauer,- - -,1544,5776,164,833,703,50,9.0 %,11.0 %,.162,.288,.277,.346,.439,.354,114,24.3,1000679
George Hall,- - -,365,1708,13,377,249,18,2.2 %,1.6 %,.127,.322,.322,.337,.449,.354,129,10.9,1005245
Chili Davis,- - -,2432,9997,350,1240,1372,142,11.9 %,17.0 %,.177,.302,.274,.360,.451,.354,118,37.9,1003041
Eddie Murphy,- - -,761,2749,4,411,195,111,10.7 %,5.6 %,.060,.303,.287,.374,.346,.354,116,8.6,1009361
Wes Schulmerich,- - -,429,1584,27,169,192,7,7.4 %,12.4 %,.135,.320,.289,.347,.424,.354,110,5.6,1011646
Geoff Jenkins,- - -,1346,5254,221,688,733,32,8.0 %,22.6 %,.215,.322,.275,.344,.490,.354,111,24.6,690
Pete Rose,- - -,3557,15876,160,2165,1314,198,9.9 %,7.2 %,.106,.319,.303,.375,.409,.354,121,80.2,1011217
Dave Nilsson,Brewers,829,3153,105,389,470,15,10.1 %,13.4 %,.177,.300,.284,.356,.461,.354,108,10.0,1009601
Dave Parker,- - -,2461,10184,339,1272,1493,154,6.7 %,15.1 %,.181,.314,.290,.339,.471,.354,120,41.1,1010000
Don Mincher,- - -,1400,4725,200,530,643,24,12.8 %,14.1 %,.201,.251,.249,.348,.450,.354,126,24.8,1008973
Tony Conigliaro,- - -,876,3591,166,464,516,20,8.0 %,17.5 %,.212,.278,.264,.327,.476,.354,119,11.8,1002502
Johnny Hodapp,- - -,791,3057,28,378,429,18,5.3 %,4.4 %,.114,.320,.311,.350,.425,.354,97,10.4,1005878
Javy Lopez,- - -,1497,5793,260,674,864,8,6.2 %,16.7 %,.204,.306,.287,.337,.491,.354,112,31.5,103
Mike Easler,- - -,1149,4061,118,465,522,20,7.9 %,17.1 %,.161,.331,.293,.349,.454,.354,119,13.2,1003635
Moose McCormick,- - -,418,1375,6,165,133,30,6.7 %,16.8 %,.106,.361,.285,.340,.391,.354,122,5.1,1008421
Wally Post,- - -,1204,4397,210,594,699,19,7.5 %,18.5 %,.220,.283,.266,.323,.485,.354,110,15.0,1010468
Guy Zinn,- - -,314,1247,15,136,139,28,8.7 %,10.2 %,.129,.304,.269,.338,.398,.354,106,2.0,1014451
Carlton Fisk,- - -,2477,9853,376,1276,1330,128,8.6 %,14.1 %,.188,.280,.269,.341,.457,.354,117,68.3,1004101
Jeromy Burnitz,- - -,1679,6580,315,917,981,74,11.2 %,20.9 %,.228,.279,.253,.345,.481,.354,110,24.8,867
Mack Jones,- - -,1002,3584,133,485,415,65,10.7 %,21.1 %,.192,.291,.252,.347,.444,.354,122,19.2,1006574
Benny McCoy,- - -,337,1423,16,182,156,8,13.4 %,8.6 %,.112,.289,.269,.369,.381,.354,97,4.7,1008425
Ken Griffey,- - -,2085,8049,152,1129,859,200,8.9 %,11.2 %,.135,.319,.296,.359,.431,.354,119,32.1,1005044
Pablo Sandoval,Giants,712,2895,90,330,389,11,7.6 %,13.1 %,.178,.316,.298,.351,.476,.354,124,17.9,5409
Jermaine Dye,- - -,1750,7214,325,984,1072,46,8.3 %,18.1 %,.214,.296,.274,.338,.488,.354,110,15.3,911
Bobby Higginson,Tigers,1359,5664,187,736,709,91,11.5 %,14.1 %,.183,.289,.272,.358,.455,.354,111,17.8,469
Bob Dillinger,- - -,753,3201,10,401,213,106,7.8 %,6.3 %,.085,.326,.306,.363,.391,.354,98,5.9,1003302
Dmitri Young,- - -,1363,5253,171,648,683,25,7.7 %,16.6 %,.183,.324,.292,.351,.475,.354,112,13.0,505
Brian McCann,Braves,1105,4354,176,464,661,23,9.5 %,14.5 %,.196,.289,.277,.350,.473,.353,117,29.4,4810
Rusty Staub,- - -,2944,11229,292,1189,1466,47,11.2 %,7.9 %,.151,.280,.279,.362,.431,.353,122,47.9,1012440
Amos Strunk,- - -,1512,5803,15,696,530,185,9.9 %,6.7 %,.090,.308,.284,.359,.374,.353,111,24.2,1012634
Johnny Romano,- - -,905,3256,129,355,417,7,12.7 %,14.9 %,.188,.264,.255,.354,.443,.353,122,23.2,1011165
John Sneed,- - -,263,1131,4,197,130,68,11.7 %,6.8 %,.081,.277,.268,.364,.349,.353,117,5.0,1012226
Jimmy Walsh,- - -,502,1736,25,178,212,45,5.8 %,11.3 %,.119,.313,.285,.332,.404,.353,105,6.7,1013572
Tom Parrott,- - -,278,1047,15,156,163,26,3.8 %,4.9 %,.139,.309,.303,.331,.442,.353,89,1.8,1010025
Rick Ferrell,- - -,1884,7072,28,687,734,29,13.2 %,3.9 %,.083,.291,.281,.378,.363,.353,98,27.2,1004007
Beals Becker,- - -,876,3091,45,367,292,129,7.8 %,10.5 %,.121,.312,.276,.335,.397,.353,111,10.8,1000740
Kevin Millar,- - -,1422,5382,170,648,699,7,10.5 %,15.6 %,.178,.299,.274,.358,.452,.353,112,8.8,529
Art Wilson,- - -,811,2440,24,237,226,50,12.0 %,12.1 %,.103,.295,.261,.357,.364,.353,116,15.9,1014059
Johnny Grubb,- - -,1400,4823,99,553,475,27,11.7 %,11.6 %,.135,.298,.278,.366,.413,.353,121,16.3,1005103
Joe Collins,Yankees,908,2700,86,404,329,27,12.5 %,9.7 %,.165,.257,.256,.350,.421,.353,113,10.8,1002456
Cecil Cooper,- - -,1890,7939,241,1012,1125,89,5.6 %,11.5 %,.168,.311,.298,.337,.466,.353,119,33.8,1002592
Richie Hebner,- - -,1893,7022,203,865,890,38,9.8 %,10.6 %,.162,.283,.276,.352,.438,.353,119,35.7,1005571
Nelson Cruz,- - -,804,3182,157,404,489,65,7.9 %,22.3 %,.228,.302,.268,.327,.495,.353,114,13.3,2434
Sean Casey,- - -,1404,5644,130,690,735,18,8.5 %,10.2 %,.145,.319,.302,.367,.447,.353,109,16.1,314
Al Smith,- - -,1517,6172,164,843,676,67,10.9 %,12.4 %,.157,.290,.272,.358,.429,.353,116,23.3,1012090
Justin Morneau,- - -,1303,5442,221,675,863,5,9.4 %,15.6 %,.205,.293,.277,.347,.482,.353,117,19.7,1737
Josh Devore,- - -,601,2158,11,331,149,160,10.3 %,10.9 %,.082,.315,.277,.361,.359,.353,106,5.9,1003254
Norm Siebern,- - -,1406,5267,132,662,636,18,13.4 %,14.2 %,.151,.297,.272,.369,.423,.353,118,21.2,1011949
Hunter Pence,- - -,1056,4474,165,566,615,89,7.4 %,18.3 %,.191,.319,.285,.339,.476,.353,120,24.5,8252
Jesse Hill,- - -,295,1091,6,175,108,43,10.5 %,8.3 %,.099,.314,.289,.366,.388,.353,96,2.8,1005826
Mike Menosky,- - -,810,2879,18,382,252,90,10.2 %,10.1 %,.092,.309,.278,.364,.370,.353,104,9.7,1008767
Pete Fox,- - -,1461,6168,65,895,694,158,6.4 %,7.6 %,.117,.316,.298,.347,.415,.353,97,14.8,1004283
Lou Whitaker,Tigers,2363,9967,244,1386,1084,143,12.0 %,11.0 %,.150,.290,.276,.363,.426,.353,118,68.1,1013846
Jesse Barfield,- - -,1411,5394,241,715,716,66,10.2 %,22.9 %,.210,.295,.256,.335,.466,.353,117,39.0,1000537
Cesar Cedeno,- - -,1999,8133,199,1084,976,550,8.2 %,11.5 %,.158,.302,.285,.347,.443,.353,122,49.9,1002100
Jack Doyle,- - -,1564,6566,26,971,968,516,6.7 %,5.3 %,.086,.338,.299,.351,.385,.353,104,25.9,1003461
Wally Pipp,- - -,1872,7820,90,974,998,125,7.6 %,7.0 %,.127,.295,.281,.341,.408,.353,104,31.2,1010365
Wally Joyner,- - -,2008,8115,204,973,1106,60,10.3 %,10.2 %,.151,.300,.289,.362,.440,.352,116,36.2,1006637
Al Oliver,- - -,2366,9778,219,1189,1326,84,5.5 %,7.7 %,.148,.309,.303,.344,.451,.352,120,43.4,1009773
Bob O'Farrell,- - -,1491,4742,51,517,549,35,11.5 %,8.6 %,.115,.294,.273,.360,.388,.352,100,21.2,1009740
Bill Mueller,- - -,1204,4886,85,663,493,20,11.1 %,11.7 %,.134,.316,.291,.373,.425,.352,112,23.6,295
Gary Roenicke,- - -,1004,3204,121,367,410,16,12.7 %,13.4 %,.187,.251,.247,.351,.434,.352,119,17.9,1011120
Josh Phelps,- - -,464,1552,64,198,244,2,7.5 %,25.6 %,.199,.337,.273,.343,.472,.352,112,2.9,1318
Doc Miller,- - -,557,1889,12,184,235,64,6.4 %,7.9 %,.094,.318,.295,.343,.390,.352,101,3.4,1008886
Chuck Knoblauch,- - -,1625,7387,98,1132,615,407,10.9 %,9.9 %,.117,.311,.289,.378,.406,.352,109,39.8,609
Craig Biggio,Astros,2834,12504,291,1844,1175,414,9.3 %,14.0 %,.152,.311,.281,.363,.433,.352,115,65.3,549
Benny Agbayani,- - -,377,1255,39,145,156,16,11.1 %,19.6 %,.170,.319,.274,.362,.445,.352,109,2.6,416
Luke Scott,- - -,889,3193,135,370,436,17,10.5 %,20.7 %,.223,.290,.258,.340,.481,.352,115,10.7,3469
Mule Haas,- - -,1168,4976,43,706,496,12,8.7 %,6.0 %,.110,.306,.292,.359,.402,.352,96,11.9,1005173
Tony Solaita,- - -,502,1554,50,164,203,2,13.8 %,22.2 %,.166,.306,.255,.357,.421,.352,121,7.8,1012265
Andruw Jones,- - -,2185,8664,434,1204,1289,152,10.3 %,20.2 %,.231,.273,.254,.337,.486,.352,111,67.8,96
Dale Long,- - -,1013,3426,132,384,467,10,10.3 %,13.4 %,.198,.273,.267,.341,.464,.352,113,10.1,1007730
Del Gainer,- - -,547,1844,14,218,185,54,8.1 %,11.6 %,.118,.305,.272,.342,.390,.352,111,7.4,1004432
Tony Clark,- - -,1559,5120,251,629,824,6,10.3 %,23.6 %,.222,.301,.262,.339,.485,.352,109,12.5,182
Carlos Pena,- - -,1475,5830,285,741,816,28,13.9 %,26.9 %,.232,.277,.233,.348,.465,.352,118,17.5,934
John Wockenfuss,- - -,774,2373,86,267,310,5,11.7 %,11.7 %,.170,.266,.262,.349,.432,.352,117,6.9,1014176
Bobby Brown,Yankees,548,1862,22,233,237,9,11.5 %,4.7 %,.096,.285,.279,.367,.376,.352,103,7.2,1001496
Red Kress,- - -,1391,5664,89,691,799,47,8.4 %,8.0 %,.134,.300,.286,.347,.420,.352,94,12.8,1007160
Milton Bradley,- - -,1036,4181,125,541,481,88,11.9 %,19.5 %,.169,.317,.271,.364,.440,.352,114,19.3,369
Kenny Lofton,- - -,2092,9235,130,1528,781,622,10.2 %,11.0 %,.124,.326,.299,.372,.423,.352,109,62.2,246
George Crowe,- - -,702,1915,81,215,299,3,8.3 %,12.8 %,.195,.273,.270,.333,.466,.352,110,5.7,1002825
Ted Easterly,- - -,706,2188,8,215,261,42,4.9 %,5.3 %,.093,.316,.300,.338,.394,.352,113,11.0,1003643
Jack Dalton,- - -,345,1346,4,167,112,52,9.6 %,8.3 %,.070,.314,.286,.362,.356,.352,112,5.4,1002951
Robin Ventura,- - -,2060,8271,294,1006,1182,24,13.0 %,14.3 %,.177,.281,.267,.362,.444,.351,113,56.8,854
Ed Bouchee,- - -,670,2593,61,298,290,5,13.1 %,15.5 %,.154,.297,.265,.368,.419,.351,112,7.8,1001232
Ryne Sandberg,- - -,2154,9282,282,1318,1061,344,8.2 %,13.6 %,.167,.304,.285,.344,.452,.351,115,60.9,1011411
Jim Viox,Pirates,506,1989,7,214,191,39,11.2 %,5.6 %,.085,.289,.273,.361,.358,.351,116,9.8,1013436
Eddie Burke,- - -,853,3918,30,744,410,291,8.1 %,6.5 %,.099,.296,.279,.352,.378,.351,96,10.7,1001678
Ron Gant,- - -,1827,7320,321,1080,1008,243,10.5 %,19.3 %,.212,.279,.256,.336,.468,.351,112,32.8,1032
Carlos Lee,- - -,2099,8787,358,1125,1363,125,7.5 %,11.2 %,.198,.284,.285,.339,.483,.351,112,28.2,243
Sammy Byrd,- - -,745,1933,38,304,220,17,10.2 %,9.2 %,.138,.288,.274,.350,.412,.351,104,2.1,1001796
Travis Jackson,Giants,1656,6679,135,833,929,71,6.2 %,8.5 %,.143,.303,.291,.337,.433,.351,101,46.0,1006314
Fielder Jones,- - -,1788,7894,21,1180,631,359,10.3 %,3.3 %,.062,.358,.285,.368,.347,.351,116,45.1,1006555
Jeff Cirillo,- - -,1590,6136,112,800,727,63,9.2 %,11.3 %,.134,.320,.296,.366,.430,.351,103,33.3,1073
Dick Gernert,- - -,835,2896,103,357,402,10,12.5 %,16.0 %,.172,.273,.254,.351,.426,.351,106,8.0,1004637
Frank Welch,- - -,738,2678,41,310,295,18,9.3 %,8.4 %,.123,.290,.274,.350,.398,.351,92,3.0,1013753
Kevin Seitzer,- - -,1433,6062,74,739,613,80,11.0 %,10.2 %,.109,.320,.295,.375,.404,.351,113,26.7,1011730
Billy Goodman,- - -,1623,6446,19,807,591,37,10.4 %,5.1 %,.079,.315,.300,.376,.378,.351,101,23.9,1004856
Pinky Hargrave,- - -,650,1779,39,177,265,17,7.9 %,9.3 %,.150,.291,.278,.339,.428,.351,96,6.8,1005362
Max West,- - -,824,3057,77,338,380,19,11.5 %,11.1 %,.152,.267,.254,.344,.407,.351,113,12.6,1013809
Ian Kinsler,Rangers,1066,4791,156,748,539,172,9.6 %,11.9 %,.182,.281,.273,.349,.454,.351,111,29.1,6195
Dick Stuart,- - -,1112,4363,228,506,743,2,6.9 %,21.9 %,.225,.290,.264,.316,.489,.351,116,10.9,1012639
Frank Schulte,- - -,1806,7413,92,906,792,233,7.4 %,10.9 %,.124,.295,.270,.332,.395,.351,114,30.8,1011631
Willie Horton,- - -,2027,8052,325,873,1163,20,7.7 %,16.3 %,.183,.292,.273,.332,.457,.351,119,27.5,1006038
Jimmy Williams,- - -,1456,6112,49,781,796,151,7.8 %, ,.122,.000,.275,.337,.397,.351,112,31.2,1014005
Brian Daubach,- - -,657,2303,93,271,333,5,10.2 %,23.5 %,.216,.307,.259,.341,.476,.351,108,4.6,186
Snuffy Stirnweiss,- - -,1027,4292,29,604,281,134,12.6 %,10.4 %,.103,.298,.268,.362,.371,.351,106,27.8,1012546
Harry Walker,- - -,807,2981,10,385,214,42,8.2 %,5.9 %,.087,.315,.296,.358,.383,.351,104,10.8,1013521
John Reilly,- - -,1142,4935,69,898,740,245,3.2 %,8.2 %,.149,.277,.289,.325,.438,.350,119,29.8,1010803
Glenn Wright,- - -,1119,4480,94,584,723,38,4.7 %,9.1 %,.153,.308,.294,.328,.447,.350,97,26.4,1014280
Sam Horn,- - -,382,1185,62,132,179,0,11.1 %,27.3 %,.228,.284,.240,.328,.468,.350,117,2.9,1006029
Greg Vaughn,- - -,1728,7070,355,1017,1072,121,12.2 %,21.4 %,.229,.261,.242,.337,.470,.350,111,25.4,1233
Taylor Douthit,- - -,1074,4727,29,665,396,67,9.4 %,6.6 %,.093,.310,.291,.364,.384,.350,96,15.1,1003438
Alfonso Soriano,- - -,1903,8157,406,1130,1136,288,6.0 %,21.2 %,.232,.302,.272,.321,.504,.350,112,39.7,847
Lyn Lary,- - -,1302,5424,38,805,526,162,13.0 %,8.7 %,.103,.293,.269,.369,.372,.350,94,17.9,1007365
Pop Foster,- - -,262,1014,10,146,137,17,7.5 %, ,.115,.000,.281,.341,.396,.350,103,2.1,1004255
Tino Martinez,- - -,2017,8044,339,1009,1271,27,9.7 %,13.3 %,.200,.274,.271,.344,.471,.350,110,29.0,1168
Michael Morse,- - -,573,2027,83,233,272,6,6.0 %,22.4 %,.192,.330,.281,.334,.473,.350,119,2.6,3035
Benny Meyer,- - -,310,1236,7,146,84,46,12.8 %,9.5 %,.081,.293,.265,.365,.346,.350,106,3.1,1008819
Phil Nevin,- - -,1206,4703,208,584,743,18,9.5 %,21.7 %,.202,.308,.270,.343,.472,.350,112,15.2,1049
Walton Cruise,- - -,736,2650,30,293,272,49,9.0 %,9.4 %,.108,.301,.277,.348,.386,.350,113,9.2,1002831
Jose Vidro,- - -,1416,5708,128,720,654,23,8.4 %,9.7 %,.146,.312,.298,.359,.445,.350,108,16.7,802
David Segui,- - -,1384,5451,139,683,684,17,9.6 %,12.6 %,.151,.313,.291,.359,.443,.350,110,11.7,169
Grover Gilmore,Packers,258,1059,2,144,79,42,5.9 %,14.9 %,.099,.342,.286,.341,.385,.350,110,5.2,1004733
Tim Naehring,Red Sox,541,2162,49,254,250,5,10.9 %,14.4 %,.138,.314,.282,.365,.420,.350,104,11.8,1009433
Brady Anderson,- - -,1797,7737,210,1062,761,315,12.4 %,15.4 %,.170,.282,.256,.362,.425,.350,111,32.7,364
Bid McPhee,Red Stockings,2135,9409,53,1678,1067,568,10.4 %,4.9 %,.101,.290,.271,.355,.372,.350,108,62.7,1008675
Andy Van Slyke,- - -,1623,6495,164,835,792,245,10.3 %,16.4 %,.169,.308,.274,.349,.443,.350,120,41.9,1013363
Warren Newson,- - -,467,1193,34,156,120,14,16.4 %,24.5 %,.151,.320,.250,.374,.401,.350,109,2.2,1009549
Ping Bodie,- - -,1050,4160,43,393,516,83,7.5 %,8.0 %,.120,.286,.275,.335,.396,.350,108,13.3,1001112
Nick Markakis,Orioles,1210,5256,127,668,608,57,9.3 %,13.1 %,.149,.317,.292,.360,.441,.350,113,20.0,5930
Steve Bilko,- - -,600,1992,76,220,276,2,11.7 %,19.8 %,.195,.278,.249,.336,.444,.350,103,5.5,1000966
Wes Covington,- - -,1075,3291,131,355,499,7,7.5 %,12.6 %,.186,.285,.279,.337,.466,.350,120,8.4,1002687
Miller Huggins,- - -,1586,6800,9,948,318,324,14.8 %,9.1 %,.049,.303,.265,.382,.314,.350,111,39.0,1006148
Frank Catalanotto,- - -,1260,4292,84,562,457,45,7.7 %,11.5 %,.154,.314,.291,.357,.445,.350,108,11.9,1241
Brad Fullmer,- - -,805,3065,114,395,442,32,7.0 %,12.2 %,.207,.286,.279,.336,.486,.350,108,4.9,13
Andre Dawson,- - -,2624,10768,438,1373,1591,314,5.5 %,14.0 %,.203,.288,.279,.323,.482,.350,117,59.5,1003091
Geronimo Berroa,- - -,770,2825,101,379,382,19,9.8 %,18.1 %,.173,.308,.276,.349,.449,.350,108,6.0,1000900
Chris Duncan,Cardinals,389,1317,55,164,175,4,12.1 %,24.0 %,.201,.307,.257,.348,.458,.350,111,3.2,2722
Pee Wee Reese,Dodgers,2166,9470,126,1338,885,232,12.8 %,9.4 %,.108,.289,.269,.366,.377,.350,103,61.3,1010776
Bill Barrett,- - -,718,2693,23,318,328,80,7.8 %,8.9 %,.117,.313,.288,.347,.405,.350,96,4.7,1000592
Marty Sullivan,- - -,398,1787,26,280,220,99,9.1 %,9.4 %,.122,.291,.273,.341,.395,.350,105,4.9,1012705
Michael Cuddyer,- - -,1369,5489,177,733,722,70,8.9 %,17.9 %,.185,.312,.277,.345,.462,.350,113,16.3,1534
Johnny Briggs,- - -,1366,4837,139,601,507,64,13.7 %,16.2 %,.163,.280,.253,.355,.416,.349,121,22.2,1001429
Leon Wagner,- - -,1352,4950,211,636,669,54,8.8 %,13.3 %,.184,.276,.272,.340,.455,.349,120,13.6,1013487
Walt Wilmot,- - -,960,4360,58,725,594,381,8.0 %,5.3 %,.128,.283,.276,.337,.404,.349,100,15.0,1014056
Johnny Neun,- - -,432,1083,2,171,85,41,10.2 %,8.6 %,.087,.319,.289,.366,.376,.349,93,1.4,1009524
Jim Greengrass,- - -,504,1976,69,243,282,6,8.4 %,13.7 %,.179,.282,.269,.330,.448,.349,101,4.3,1005000
Dave Magadan,- - -,1554,4963,42,516,495,11,14.5 %,11.0 %,.089,.319,.288,.390,.377,.349,117,25.6,1007961
Dusty Baker,- - -,2033,8022,242,964,1013,137,9.5 %,11.5 %,.153,.288,.278,.347,.432,.349,117,37.9,1000450
Jocko Fields,- - -,341,1451,12,212,176,50,8.5 %,9.6 %,.125,.296,.271,.338,.397,.349,108,3.5,1004029
Charlie Ferguson,Quakers,257,1078,6,191,157,22,10.5 %,11.0 %,.084,.323,.288,.364,.372,.349,122,6.0,1003987
Darby O'Brien,- - -,709,3128,20,577,394,321,7.4 %,11.2 %,.105,.311,.282,.344,.387,.349,113,17.4,1009686
Bill Lamar,- - -,550,2197,19,303,245,25,3.9 %,3.6 %,.106,.316,.310,.339,.417,.349,93,2.4,1007271
Jason Heyward,Braves,532,2170,73,293,234,43,11.4 %,20.6 %,.184,.303,.259,.352,.443,.349,119,16.5,4940
Hal Morris,- - -,1224,4443,76,535,513,45,8.0 %,12.3 %,.129,.334,.304,.361,.433,.349,111,14.6,1009209
Bud Stewart,- - -,773,2335,32,288,260,29,10.8 %,6.7 %,.125,.278,.268,.351,.393,.349,101,5.1,1012517
Woody English,- - -,1261,5469,32,801,422,57,10.4 %,9.8 %,.092,.317,.286,.366,.378,.349,99,27.7,1003785
Bill Hassamaer,- - -,256,1147,7,163,178,25,7.3 %,3.8 %,.119,.297,.289,.342,.408,.349,86,-0.1,1005477
Gil McDougald,Yankees,1336,5395,112,697,576,45,10.4 %,11.5 %,.134,.297,.276,.356,.410,.349,114,39.7,1008471
Eric Chavez,- - -,1566,6147,257,810,894,48,10.2 %,17.2 %,.208,.287,.268,.342,.476,.349,112,35.0,906
Gee Walker,- - -,1784,7211,124,954,997,223,4.6 %,8.3 %,.136,.309,.294,.331,.430,.349,97,19.4,1013519
Sammy Hale,- - -,883,3185,30,422,392,41,4.1 %,6.8 %,.122,.319,.302,.336,.424,.349,91,11.6,1005225
Mike Mitchell,- - -,1124,4611,27,514,514,202,8.0 %,7.4 %,.102,.297,.278,.340,.380,.349,111,21.0,1009007
Raul Mondesi,- - -,1518,6369,271,909,860,229,7.5 %,17.7 %,.212,.296,.273,.331,.485,.349,112,26.3,1314
Yank Robinson,- - -,978,4167,15,697,399,272,15.9 %,10.5 %,.082,.226,.241,.375,.323,.349,111,18.7,1011079
Dexter Fowler,Rockies,667,2635,40,376,210,83,12.3 %,22.3 %,.154,.348,.270,.365,.423,.349,104,8.4,4062
Kendrys Morales,- - -,620,2419,102,280,345,4,6.8 %,17.9 %,.200,.306,.280,.333,.480,.349,117,6.4,8610
Jim Lemon,- - -,1010,3870,164,446,529,13,9.4 %,20.3 %,.198,.291,.262,.332,.460,.349,111,8.3,1007520
Roy Foster,Indians,337,1153,45,136,118,9,9.5 %,12.7 %,.185,.255,.253,.336,.438,.348,114,2.8,1004257
Buster Mills,- - -,415,1546,14,200,163,23,8.5 %,8.9 %,.103,.311,.287,.355,.390,.348,91,1.8,1008953
Frankie Hayes,- - -,1364,5121,119,545,628,30,11.0 %,12.2 %,.141,.279,.259,.343,.400,.348,98,19.0,1005526
Matt Lawton,- - -,1326,5570,138,756,631,165,12.2 %,11.0 %,.150,.281,.267,.368,.417,.348,107,12.6,390
Dick Bartell,- - -,2016,8743,79,1130,710,109,8.6 %,7.2 %,.108,.301,.284,.355,.391,.348,98,40.9,1000621
Champ Summers,- - -,672,1593,54,199,218,15,11.8 %,15.3 %,.170,.273,.255,.350,.425,.348,113,2.9,1012718
Chris Shelton,- - -,299,1044,37,132,124,2,9.2 %,24.1 %,.184,.335,.273,.345,.457,.348,111,3.5,1891
Eddie Joost,- - -,1574,6783,134,874,601,61,15.4 %,12.2 %,.127,.259,.239,.361,.366,.348,102,33.3,1006604
Dave Hollins,- - -,980,3911,112,578,482,47,11.9 %,17.6 %,.160,.294,.260,.358,.420,.348,110,14.1,1391
Darren Daulton,- - -,1146,4340,137,511,588,50,14.5 %,16.7 %,.181,.269,.245,.357,.427,.348,114,25.0,1003010
Glenn Davis,- - -,1015,4189,190,510,603,28,8.8 %,14.6 %,.208,.262,.259,.332,.467,.348,122,18.3,1003052
Julio Franco,- - -,2523,9731,173,1285,1194,281,9.4 %,13.8 %,.119,.333,.298,.365,.417,.348,112,42.9,87
